,index,URL,Date,Tweet,ID,Username,Replies,Reetweets,Likes,Quotes,conversationId,Language,Links,Media,Retweeted Tweet,Bookmarks
0,6881,https://twitter.com/koesmanagalang/status/1657431076921544705,2023-05-13 17:02:16+00:00,"@myrnn_ @secgron @bankbsi_id sistem sama orangnya harus di ganti
gak ada sistem yang gak akan teretas
jadi harus cari countermeasures

seharusnya sekelas bank udah wajib punya tim cyber security yang isinya white hat hacker semua

tapi gue kurang tau sih, di indo white hat hacker itu kriminal dibilangnya 🤣",1657431076921544705,koesmanagalang,1,0,0,0,1657192354829451264,in,,,,0
1,9209,https://twitter.com/muhammad_dlya/status/1657283168054181888,2023-05-13 07:14:32+00:00,@setyodiwantoro @ZakyFarid @RochmatPurwanto @bankbsi_id @bank_indonesia gak gitu 😭,1657283168054181888,muhammad_dlya,1,0,0,0,1657217322447425538,eu,,,,0
2,13665,https://twitter.com/NuriSeptiyani/status/1656655591488761857,2023-05-11 13:40:46+00:00,"@Kebosananan @detikcom iya nasabah bank konven sprti BRI,BNI,Mandiri di lebur jadi BSI, Awal trnsformasi BRI ke Bri syariah begitupun dgn BNI, berjaln wktu di lebur lah ke BSI smua, tapi tdk di dukung dgn system yg betul2 siap, ya minimal setaralah dgn apa yg sblm nya nasabah nikmati layanan system nya",1656655591488761857,NuriSeptiyani,2,0,1,1,1656576231545131008,in,,,,0
3,17281,https://twitter.com/MasYusuf_/status/1656465393014419456,2023-05-11 01:04:59+00:00,@bankbsi_id Gimana sih Min ini kok gak bisa lagi BSI Mobile nya? Gangguan kok sampe berhari2. Udah mending fokus aja 1 sama Kampus nya.,1656465393014419456,MasYusuf_,1,0,1,0,1655807602104872960,in,,,,0
4,12216,https://twitter.com/KepoomrR/status/1656901084693278720,2023-05-12 05:56:16+00:00,"@ssstef_ @bankbsi_id BCA Sy bisa nih kayaknya, 😅",1656901084693278720,KepoomrR,0,0,0,0,1656869834557378560,in,,,,0
5,15013,https://twitter.com/asuhansetan_/status/1656559989870436352,2023-05-11 07:20:53+00:00,"@bankbsi_id normal apaan, semalem mo tarik tunai masih nga bisa!",1656559989870436352,asuhansetan_,1,0,0,0,1655807602104872960,in,,,,0
6,1248,https://twitter.com/veryyal/status/1658450292487368704,2023-05-16 12:32:16+00:00,@tarocookiess Wes bener bener dadi kampus obama malah dadi bank og BSI https://t.co/Io6PGSPWHS,1658450292487368704,veryyal,1,0,0,0,1658441515931410435,in,,https://pbs.twimg.com/media/FwP_v6WagAEAAxV?format=jpg&name=orig,,0
7,10473,https://twitter.com/gif_tech/status/1657221121513783296,2023-05-13 03:07:59+00:00,Bank jelek @bankbsi_id,1657221121513783296,gif_tech,1,0,1,0,1657221121513783296,hu,,,,0
8,16619,https://twitter.com/Ikierizki1/status/1656491472160714753,2023-05-11 02:48:37+00:00,"Mau sampe kapan klen error' @bankbsi_id. Tiap jam ku pantau gak ada perkembangan. Pake atm gak bisa,ke teller gak bisa. Emang pukimak x klen yaa.. Semua konvensional klen usir,biar bejaya sendiri klen ya bank diktator",1656491472160714753,Ikierizki1,1,0,0,0,1656491472160714753,in,,,,0
9,8932,https://twitter.com/DiazAnanda/status/1657299447003639809,2023-05-13 08:19:13+00:00,@LelaMelani10 @paijodirajo @bankbsi_id Lol ini respon paling bikin ngakak,1657299447003639809,DiazAnanda,0,0,8,0,1657184368564002817,in,,,,0
10,8452,https://twitter.com/1stalterpersona/status/1657336682860130304,2023-05-13 10:47:11+00:00,@micahhhh1_ @secgron @bankbsi_id Iya ini kobisa ilo kena hack  :(  gabisa njajan di kantin ni om monmaap,1657336682860130304,1stalterpersona,0,0,0,0,1657192354829451264,in,,,,0
11,20445,https://twitter.com/tommyslebewvv/status/1656229016402288642,2023-05-10 09:25:43+00:00,"@RioDFM @bankbsi_id 3 hari bang, kocak emng",1656229016402288642,tommyslebewvv,1,0,0,0,1656226679898112000,in,,,,0
12,15302,https://twitter.com/qayv_/status/1656544773229125632,2023-05-11 06:20:25+00:00,"@AhmadShiddiqN Bisaa, tapi transfernya antar bank bsi kakak",1656544773229125632,qayv_,0,0,0,0,1656494277755797505,in,,,,0
13,4956,https://twitter.com/bank_indonesia/status/1657671034961555456,2023-05-14 08:55:47+00:00,@BirEng81 @bankbsi_id @BKFKemenkeu @ojkindonesia Hai #SobatRupiah. Sebelumnya kami turut bersimpati atas kendala yg dialami. BI senantiasa memastikan sistem pembayaran di Indonesia berjalan dgn baik melalui penyediaan infrastruktur sistem pembayaran yg aman &amp; handal utk kelancaran sistem pembayaran di Indonesia. (1),1657671034961555456,bank_indonesia,1,1,1,0,1655787935499964416,in,,,,0
14,18369,https://twitter.com/human24hours/status/1656313701455253504,2023-05-10 15:02:13+00:00,"@smgalucky @bankbsi_id Biasa nya ga selama ini loh, ini udh smpe 3 hari",1656313701455253504,human24hours,1,0,0,0,1656304465165840384,in,,,,0
15,19722,https://twitter.com/babykailaan/status/1656258838734196736,2023-05-10 11:24:13+00:00,"@bankbsi_id udah atm abis ilang, mbanking gabisa, udah 3 hari begini nih nyusahin banget lah🤣",1656258838734196736,babykailaan,0,0,0,0,1656258838734196736,in,,,,0
16,6102,https://twitter.com/vstyx/status/1657544456579739649,2023-05-14 00:32:48+00:00,@YustiawanIhsan2 @putraesaaa @evylagi @RochmatPurwanto @drnewstwit @bankbsi_id Astaghfirulah. Begitu rupanya mbah es ya. Mbah @degreatiskandar udah tw blum? Sobat lansia lw nih.,1657544456579739649,vstyx,1,0,1,0,1657217015122362368,in,,,,0
17,7820,https://twitter.com/onlyafunacc/status/1657375237762326528,2023-05-13 13:20:23+00:00,@bankbsi_id masih belum bisa pake m-banking ya min? 😁,1657375237762326528,onlyafunacc,0,0,0,0,1657375237762326528,in,,,,0
18,9309,https://twitter.com/aralynnnn_/status/1657276882151419904,2023-05-13 06:49:34+00:00,@ERWINdragneel @nefertarha @secgron @bankbsi_id Aku masih ada tmrw sama hana sih tp gaji dr BSI masalahnya,1657276882151419904,aralynnnn_,0,0,0,0,1657192354829451264,in,,,,0
19,15920,https://twitter.com/yimasajeng/status/1656518735719706625,2023-05-11 04:36:57+00:00,"@bankbsi_id min, bsi mobile masih gangguan? Sampe hari ini blm bisa diakses nihh 🥲",1656518735719706625,yimasajeng,5,0,1,1,1656518735719706625,in,,,,0
20,19529,https://twitter.com/nr_qc/status/1656265912385961984,2023-05-10 11:52:20+00:00,@bankbsi_id @syarif_acil ah..jangan mengadi-ngadi sampean min..ga bisa..dari tadi mohon maaf terus,1656265912385961984,nr_qc,0,0,0,0,1656262660743376896,in,,,,0
21,7814,https://twitter.com/maggotagram/status/1657375522719162370,2023-05-13 13:21:31+00:00,"@noma_den @secgron @bankbsi_id Iya betol ni, yg ngehack lagi prepare buat pilkada",1657375522719162370,maggotagram,1,0,0,0,1657192354829451264,in,,,,0
22,20669,https://twitter.com/Ian76128077/status/1656217120609558528,2023-05-10 08:38:27+00:00,@TampahHiburan @0xbabayagaa @bankbsi_id Anjing lu,1656217120609558528,Ian76128077,0,0,0,0,1655777758180708355,in,,,,0
23,3171,https://twitter.com/warungnaevis/status/1658128498463244288,2023-05-15 15:13:35+00:00,"@bankbsi_id transferan kok pending, kenapa min?",1658128498463244288,warungnaevis,7,0,0,2,1658128498463244288,in,,,,0
24,16138,https://twitter.com/Kissnur_Rayentz/status/1656510275909189633,2023-05-11 04:03:20+00:00,"@kegblgnunfaedh Ini gimnaa ya...
@bankbsi_id gimannaaa masih eror kah mbanking nya...?",1656510275909189633,Kissnur_Rayentz,2,1,0,0,1656430485881638912,in,,,,0
25,17067,https://twitter.com/pescepala/status/1656474110426513409,2023-05-11 01:39:38+00:00,@annrdump @bankbsi_id kok bisa malah suruh pinjeemm 😂😂😂,1656474110426513409,pescepala,1,0,0,0,1656472031343570945,in,,,,0
26,7996,https://twitter.com/ForzaDonnaa/status/1657365708664344576,2023-05-13 12:42:31+00:00,"@philipdj @RochmatPurwanto @bankbsi_id Iya setuju, maksudnya juga jangan taruh telur di satu keranjang, sangat berisiko",1657365708664344576,ForzaDonnaa,1,0,0,0,1657217015122362368,in,,,,0
27,21423,https://twitter.com/Afindayanti1/status/1656172134572359680,2023-05-10 05:39:41+00:00,@bankbsi_id @onaonanda Yg pulih mbanking nya? Kapan kak,1656172134572359680,Afindayanti1,2,0,0,1,1656130579430264832,in,,,,0
28,13221,https://twitter.com/dr_dimas_seto/status/1656781588729036800,2023-05-11 22:01:26+00:00,"@bankbsi_id Min belum bisa beli pulsa, top up e-wallet, dll dari aplikasi nih. Smg cepet recovery.",1656781588729036800,dr_dimas_seto,5,1,0,0,1656632873045327873,in,,,,0
29,9326,https://twitter.com/mandapril/status/1657275881289814017,2023-05-13 06:45:35+00:00,@RochmatPurwanto @bankbsi_id Coba tolong di perhatikan lg..,1657275881289814017,mandapril,0,0,0,0,1657217015122362368,in,,,,0
30,22705,https://twitter.com/RissaFie_/status/1655959492100767746,2023-05-09 15:34:43+00:00,Gini aja terusss @bankbsi_id . Pasti bentar lagi dibalas template https://t.co/aUfH9i6IDV,1655959492100767746,RissaFie_,0,0,0,0,1655959492100767746,in,,,,0
31,20992,https://twitter.com/bima_mori/status/1656193530199683073,2023-05-10 07:04:42+00:00,"@bankbsi_id ada yang transfer dari hari senin sampai sekarang belum masuk2, barusan ke Bank BSI bilangnya belum bisa dicek... sementara bank yang mentransfer sudah bilang dana terkirim...",1656193530199683073,bima_mori,1,0,0,0,1656193530199683073,in,,,,0
32,9155,https://twitter.com/tkgit1/status/1657286809855086594,2023-05-13 07:29:01+00:00,"@symbian_000 @paijodirajo @bankbsi_id tiap weekend dpt telpon tawaran kredit tanpa agunan, iseng tanyain dpt data dr kartu kredit 🤣",1657286809855086594,tkgit1,1,0,2,0,1657184368564002817,in,,,,0
33,11382,https://twitter.com/salima252lagi/status/1656996865114783744,2023-05-12 12:16:52+00:00,@m4s4g03s @erickthohir @bankbsi_id Memalukan banget,1656996865114783744,salima252lagi,0,0,0,0,1656960590236250112,in,,,,0
34,8605,https://twitter.com/amri_hotaru/status/1657324455457345537,2023-05-13 09:58:36+00:00,@bankbsi_id kapan bisa transaksi di marketplace?? Semua masih blokir pilihan BSI,1657324455457345537,amri_hotaru,5,1,0,1,1657324455457345537,in,,,,0
35,5795,https://twitter.com/amna_nanda/status/1657564661255143424,2023-05-14 01:53:05+00:00,@muhlisin_sains @RochmatPurwanto @bankbsi_id Narik pulsanya banyak cuma buat dengerin lagu bsi yg diulang2,1657564661255143424,amna_nanda,0,0,0,0,1657217015122362368,in,,,,0
36,8293,https://twitter.com/angliapriyanii/status/1657347144255442945,2023-05-13 11:28:45+00:00,@Shakipiyoo_ @bankbsi_id Nahh gak bisaa😭 wkwkwk sabar ya🫣 top up aja gk bisa😬,1657347144255442945,angliapriyanii,0,1,0,0,1657340054111678466,in,,,,0
37,14768,https://twitter.com/Springsday13/status/1656573359193468928,2023-05-11 08:14:01+00:00,"@conjvert @bankbsi_id Masii belom bisa kak :"") 
Aku udah coba dari tadi",1656573359193468928,Springsday13,0,0,0,0,1656259805827461121,in,,,,0
38,4645,https://twitter.com/bank_indonesia/status/1657719495367217152,2023-05-14 12:08:21+00:00,"@candraNI Hai, Candra. Sebelumnya kami turut bersimpati atas kendala yang kamu alami. Mengenai hal tersebut, kamu dapat konfirmasi terlebih dahulu kepada perbankan terkait dalam hal ini BSI ya Sobat. Semoga kendalamu segera teratasi dan Sobat bisa bertransaksi dengan nyaman kembali. 🙏",1657719495367217152,bank_indonesia,0,0,0,0,1656438183645843456,in,,,,0
39,11430,https://twitter.com/bvugenvil/status/1656991710457757697,2023-05-12 11:56:23+00:00,"@hobal1004 @bankbsi_id kalau topup ewallet msh pemulihan setau ku ka, kalau tf di bsi mobile sama atm sabi nih kaaa",1656991710457757697,bvugenvil,0,0,0,0,1656929733320507392,in,,,,0
40,9168,https://twitter.com/AngkuAA/status/1657286120730955776,2023-05-13 07:26:16+00:00,@iwanpiliang7 @bankbsi_id @erickthohir @SBYudhoyono Kasus paralon apa sih?,1657286120730955776,AngkuAA,0,0,1,1,1657222891627491328,in,,,,0
41,2676,https://twitter.com/susant0_/status/1658319685887356928,2023-05-16 03:53:17+00:00,@bankbsi_id @Raccaax Kita sudah jaga. Tapi kalau dari pihak bank yang tidak jaga gimana? https://t.co/TfJsJbfgTR,1658319685887356928,susant0_,0,0,0,0,1657050660590989315,in,https://twitter.com/darktracer_int/status/1658261961262653441?t=tCtkftUtJ6YpfDdlcaiifw&s=19,,,0
42,20631,https://twitter.com/ny_ayam/status/1656219298879397888,2023-05-10 08:47:06+00:00,@jakuqn @bankbsi_id udah hari ke 3 🙃,1656219298879397888,ny_ayam,0,0,0,0,1655385245867442176,in,,,,0
43,22965,https://twitter.com/junjuniee__/status/1655932433399959553,2023-05-09 13:47:12+00:00,@capcayudang @bankbsi_id Aku brusan transfer kak dh bisa lewat mbanking bsi suerr aku aja kget td 😭,1655932433399959553,junjuniee__,2,0,0,0,1655928305609220099,in,,,,0
44,18350,https://twitter.com/sprochma/status/1656314979954622464,2023-05-10 15:07:18+00:00,"@paijodirajo @bankbsi_id @ojkindonesia Parah banget, gak bisa dipake sampe sekarang. cek saldo juga gak bisa 😭 bingung banget mesti gimana 😭😭😭",1656314979954622464,sprochma,0,0,1,0,1656285546573082625,in,,,,0
45,7238,https://twitter.com/endlesshappnes/status/1657400574810402816,2023-05-13 15:01:04+00:00,"@pisiwaybluee @anjas_op @bankbsi_id Rasanya pengen kuras semua uang dr BSI, takut bgt🥲",1657400574810402816,endlesshappnes,2,0,0,0,1657346196548239360,in,,,,0
46,8935,https://twitter.com/oummabdillaah/status/1657299153603678209,2023-05-13 08:18:04+00:00,Mau transfer ke bank lain dari BSI udh aman blm ya?,1657299153603678209,oummabdillaah,0,0,0,0,1657299153603678209,in,,,,0
47,14647,https://twitter.com/routxine/status/1656582548762533889,2023-05-11 08:50:32+00:00,"@ramads77 @articanaiser @bankbsi_id ituu dicoba terus aja kak, aku awalnya juga gak bisa verif tuhh. pindah posisi, cari pencahayaan sama pake jaringan data baru bisa🥲",1656582548762533889,routxine,0,0,0,0,1655922632502697985,in,,,,0
48,9757,https://twitter.com/pengenradiant/status/1657256194841661441,2023-05-13 05:27:21+00:00,"Bayangin se pusing apa manajemen bank bsi sekarang
Sampe tanggal 15 gabisa tidur itu, terus di sisi lain kerjaan security (digital) bakal 📈📈📈📈",1657256194841661441,pengenradiant,3,1,4,0,1657256194841661441,in,,,,0
49,16493,https://twitter.com/BenInhu3/status/1656496017678950400,2023-05-11 03:06:41+00:00,Adakah yang bisa memberikan penjelasan dari @bankbsi_id terkait yang saya alami ini? Hari ini masih seperti ini. https://t.co/F8a2nl9vC9,1656496017678950400,BenInhu3,3,0,0,0,1655891005047197697,in,,https://pbs.twimg.com/media/Fv0OWYEaMAIQ1_k?format=jpg&name=orig,,0
50,6075,https://twitter.com/IdYourKeen/status/1657546418905817088,2023-05-14 00:40:36+00:00,"@bankbsi_id halo admin @bankbsi_id saya pagi ini top up sudah klik OK malah kejadian ""permintaan tidak dapat diproses"" sedang saldo telah berkurang dan bukti mutasi sudah ada. tolong solusinya",1657546418905817088,IdYourKeen,2,0,0,1,1656869834557378560,in,,,,0
51,9034,https://twitter.com/supervidan/status/1657292973389008896,2023-05-13 07:53:30+00:00,"@_superkickparty @secgron @bankbsi_id Data bocor ga hanya instansi ini, beberapa instansi pernah kena seperti ini. As long as you don't get any financial loss. Apa yang mau dilaporin?  🤣🤣🤣",1657292973389008896,supervidan,0,0,0,0,1657192354829451264,in,,,,0
52,11414,https://twitter.com/rahayusheeey/status/1656993271250558976,2023-05-12 12:02:35+00:00,@ftmalasetiowati @bankbsi_id Sama bgt ka mau topup sopipey gni mulu. Admin twtter gabisa jwb apa2 cm bisa bales2in tweet sama template jawaban yg udh disiapin #nyeselpakeBSI,1656993271250558976,rahayusheeey,2,1,5,0,1656869834557378560,in,,,,0
53,12788,https://twitter.com/galoon_gall/status/1656853371440218112,2023-05-12 02:46:41+00:00,"@YaqutCQoumas Pak ini sudah batas maksimal pelunasan biaya haji, tapi @bankbsi_id masih eror
Mohon perhatian dan solusinya pak
Kasian ibu saya bolak balik sana sini, capek tenaga capek hati",1656853371440218112,galoon_gall,0,1,0,0,1655556538751401989,in,,,,0
54,23759,https://twitter.com/iyhmdwfery/status/1655892580796874752,2023-05-09 11:08:50+00:00,@spot_the_ball10 @Zeinelarham @bankbsi_id Wani2 ne akun palsu koment di akun real..,1655892580796874752,iyhmdwfery,1,0,0,0,1655777758180708355,in,,,,0
55,17670,https://twitter.com/Paltiwest/status/1656442206121762816,2023-05-10 23:32:51+00:00,"Bank BSI malah kena serangan hoax begini..

Ruqyah server ini hoax. Foto ini adalah momen dimana Ustad Hasan lagi diundang jadi penceramah di Masjid Wisma..

Yuk pakai akal sehatnya jangan asal posting dan sebar info hoax 🙏🏻 https://t.co/bPgylRSQiB",1656442206121762816,Paltiwest,12,31,69,9,1656442206121762816,in,,https://pbs.twimg.com/media/FvzdaEUaUAAHf14?format=jpg&name=orig,,1
56,23434,https://twitter.com/ika_nofiati/status/1655908315296313345,2023-05-09 12:11:22+00:00,@bankbsi_id Min tolong benerin geh gaji misua di BsI lah kita makan dari mana ini kalo udah 2 hari eror. AtMnya jg eror,1655908315296313345,ika_nofiati,1,0,0,0,1655889285474820097,in,,,,0
57,9240,https://twitter.com/BudiUtomokunto/status/1657281052090728449,2023-05-13 07:06:08+00:00,"@paijodirajo @bankbsi_id Saya terakhir ke BSI Customer service nya masih pake windows 7,, iseng"" benerin sepatu lihat ke bawah ternyata masih core duo,, pantesan aja cs nya sampai gigit jari nunggu loading...",1657281052090728449,BudiUtomokunto,4,3,34,0,1657184368564002817,in,,,,1
58,4767,https://twitter.com/muarlis/status/1657701584401473537,2023-05-14 10:57:10+00:00,"@someberriess @juanrobin_ @RochmatPurwanto @bankbsi_id Waktu itu lsg telpon cs, besoknya ke cabang, di cs cabang katanya urusan pusat, telpon lagi ke cs katanya suruh nunggu sebulan, bbrp kali telpon suruh nunggu, habis sebulan sampe skrg bertahun2 ga ada kabar",1657701584401473537,muarlis,1,1,0,0,1657217015122362368,in,,,,0
59,10365,https://twitter.com/spherebee/status/1657226742715797504,2023-05-13 03:30:19+00:00,@bukanwitch @secgron @bankbsi_id Pindahin kalo duitnya dibutuhin. Karena ga jamin abis kejadian sistem bakal langsung stabil,1657226742715797504,spherebee,0,1,0,0,1657192354829451264,in,,,,0
60,5308,https://twitter.com/AldiSap53105862/status/1657609551989067777,2023-05-14 04:51:28+00:00,@rizkayunirr @bankbsi_id Iyaa kak sama saya juga tranfer ke BRI lewat mobile banking saldo sudah kepotong tapi belum masuk ke bri,1657609551989067777,AldiSap53105862,3,0,0,0,1657346196548239360,in,,,,0
61,12850,https://twitter.com/gkpy__/status/1656847433505329158,2023-05-12 02:23:05+00:00,Ternyata hingga hari kelima ini BSI Mobile masih belum sembuh. Klaimnya sudah normal. Tapi cuma bisa cek saldo saja. Transaksi masih gagal terus. Semakin bulat tekad nanti kalau sudah normal akan langsung migrasi. @bankbsi_id,1656847433505329158,gkpy__,8,0,2,1,1656847433505329158,in,,,,0
62,5334,https://twitter.com/kapal_darat/status/1657606651007086592,2023-05-14 04:39:57+00:00,@RochmatPurwanto @bankbsi_id duitmu ilang ra dab @MmdGL07,1657606651007086592,kapal_darat,1,0,0,0,1657217015122362368,in,,,,0
63,8833,https://twitter.com/Indri_indok/status/1657306382067200000,2023-05-13 08:46:47+00:00,"@21satoeshi @bukanwitch @secgron @bankbsi_id Pantesan dari kemaren gue mau transfer gabisa2 yah, ternyata ini toh masalahnya",1657306382067200000,Indri_indok,1,0,0,0,1657192354829451264,in,,,,0
64,11422,https://twitter.com/hahahihi_hateU/status/1656992595648856064,2023-05-12 11:59:54+00:00,@bankbsi_id udah bisa narik di ATM min?,1656992595648856064,hahahihi_hateU,5,0,0,1,1651836194463051776,in,,,,0
65,21923,https://twitter.com/borryshasian/status/1656123153251454976,2023-05-10 02:25:03+00:00,"@ghozyulhaq @ryanurzha @bankbsi_id @BankBCA Nah, ini yg menarik. Di twit awal saya, saya tulis tuh, kata staffnya kalo udah daftar pake nomor lain, bisa dihubungkan ke nomor utama (yg bermasalah) dgn kontak @HaloBCA. Artinya bisa dialihkan/deregister dari akun lain. Iya, ngga? 😜",1656123153251454976,borryshasian,2,0,0,0,1656112096428560384,in,,,,0
66,8814,https://twitter.com/yokananwahyono/status/1657308762129190913,2023-05-13 08:56:14+00:00,@anvie Yg BSi kena ransome itu apa mungkin passwd Ampe ke ambil ?.. tapi harusnya bentuknya hassing. Apakah masih bahaya buat user bank nya ?,1657308762129190913,yokananwahyono,1,1,0,0,1657221612884865024,in,,,,0
67,7224,https://twitter.com/c4ndr4set14w4n/status/1657401310013194240,2023-05-13 15:03:59+00:00,"Gangguan M-Banking ini, kapan selesainya @bankbsi_id ?",1657401310013194240,c4ndr4set14w4n,0,0,0,0,1657401310013194240,in,,,,0
68,23883,https://twitter.com/falkrys/status/1655888222264885248,2023-05-09 10:51:31+00:00,@mohandeuh @sosmedkeras @bankbsi_id Lagi maintenance udah 2 hari,1655888222264885248,falkrys,0,0,0,0,1655530747590217728,in,,,,0
69,3123,https://twitter.com/DopinaD/status/1658219600193142784,2023-05-15 21:15:35+00:00,Dari hari jumat tanggal 12 mei 2023 | 13:49 | TF BSI - Mandiri dengan metode SKN sampai detik ini belum juga masuk.. eta terangkanlah @bankbsi_id,1658219600193142784,DopinaD,1,0,0,0,1658219600193142784,in,,,,0
70,21499,https://twitter.com/Ibnubenu8/status/1656166067402842112,2023-05-10 05:15:35+00:00,@bankbsi_id Yang jelas saya rugi sekali dan dirugikan secara materi........,1656166067402842112,Ibnubenu8,1,0,0,0,1655807602104872960,in,,,,0
71,17165,https://twitter.com/RachmatW_RW/status/1656469437736976386,2023-05-11 01:21:04+00:00,"@bankbsi_id sdh 3 hari saya ngga bisa pakai mobile banking BSI. 😥😥😥Saya ga catat saldo akhir saya. Apa Aman dan Terjamin tidak ada pengurangan? (saya ngga tau saldo akhir saya 😭) Bagaimana saya bisa melakukan pembayaran, pembelian? Gimana nih? @erickthohir @KemenBUMN @jokowi",1656469437736976386,RachmatW_RW,0,0,1,0,1656469437736976386,in,,,,0
72,10224,https://twitter.com/vmee_/status/1657233188434100225,2023-05-13 03:55:56+00:00,@bankbsi_id @hi_im_ewa pan nanyanya yg net banking min 😢,1657233188434100225,vmee_,0,0,0,0,1657016128630312961,in,,,,0
73,21113,https://twitter.com/conjvert/status/1656186178872446981,2023-05-10 06:35:30+00:00,"@HaniiZen @bankbsi_id sudah mulai kembali pulih ka, ATM dan KC. https://t.co/HpEnX7mgqy",1656186178872446981,conjvert,0,0,0,0,1655767615644778496,in,https://www.cnbcindonesia.com/market/20230509084755-17-435655/usai-error-layanan-atm-dan-mobile-bsi-berangsur-pulih,,,0
74,13952,https://twitter.com/fatbritishian/status/1656637774626459649,2023-05-11 12:29:58+00:00,@angullla @bankbsi_id di aku msh ke menu saldo tiap ngeklik qris atau top up e-wallet,1656637774626459649,fatbritishian,0,0,0,0,1656442991626838017,in,,,,0
75,12156,https://twitter.com/Adul_Nahmud/status/1656905943450550272,2023-05-12 06:15:35+00:00,@bankbsi_id Hr ini sy BELUM BISA transfer di app atau di atm bsi!!,1656905943450550272,Adul_Nahmud,0,0,0,0,1656869834557378560,in,,,,0
76,11543,https://twitter.com/hobinyemils/status/1656979766879326208,2023-05-12 11:08:56+00:00,"@arifrahmanse @maoudinkun @erickthohir @bankbsi_id Masih banyak anak bangsa yg mampu dan pastinya lebih bijak, lebih humanis dan lebih mengedepankan prinsip muamalah drpd hanya sekedar mengedepankan keuntungan semata.",1656979766879326208,hobinyemils,0,0,0,0,1655430212115390464,in,,,,0
77,22567,https://twitter.com/apibesarkonoha/status/1655987372302176256,2023-05-09 17:25:30+00:00,"@bankbsi_id Dept IT kalian gk profesional lebih baik di cut off saja , dimana2 yg bawa nama syariah pasti banyak yg gk suka makanya harus dobel2 security nya . ada uang orang di dalam nya woii",1655987372302176256,apibesarkonoha,0,1,0,0,1655777758180708355,in,,,,0
78,12261,https://twitter.com/Sistax_Consult/status/1656897646492286976,2023-05-12 05:42:37+00:00,"@bankbsi_id haloo kamu apakabar ?? Bank terkemuka kok gini, bikin repot org, sebenernya dr kapan itu pengen pindH bank cm blm sempet2, udah klimaks bener ini",1656897646492286976,Sistax_Consult,1,0,0,0,1656897646492286976,in,,,,0
79,23637,https://twitter.com/amalinaghsn/status/1655897776008593408,2023-05-09 11:29:29+00:00,@rasyid_kevin @borryshasian @bankbsi_id Saya pernah 500rb dan bodohnya masih ga percaya kalo ga ada tombol konfirmasi saya coba lg dan milih 500rb. Alhamdulillahnya diurus ke cabang BSI dalam 2 hari balik semuanya,1655897776008593408,amalinaghsn,0,0,2,1,1655582360123891718,in,,,,0
80,11732,https://twitter.com/alu72111/status/1656956117422063617,2023-05-12 09:34:57+00:00,@bankbsi_id @CR_banzai ATM BSI udah bisa kah?,1656956117422063617,alu72111,6,0,0,0,1656869834557378560,in,,,,0
81,23841,https://twitter.com/slytherinsace/status/1655889689105301504,2023-05-09 10:57:21+00:00,"@bankbsi_id tolong donggg ini mau dipake transaksi dari kemarin masih belum bisaa, sumpah deh udah seharian loh ini😩

errornya lama bgt pliss sangat merugikan dan bikin susah orang!!!! masa both atm dan mbanking ga bisa samsek sii",1655889689105301504,slytherinsace,3,0,0,0,1655889689105301504,in,,,,0
82,24389,https://twitter.com/Ukhtinaanindita/status/1655862507918217216,2023-05-09 09:09:20+00:00,@bankbsi_id Admin permisi mau tanya Info ATM BSI area Jogja yg udah bisa berfungsi dimana ya ??,1655862507918217216,Ukhtinaanindita,1,0,0,0,1655807602104872960,in,,,,0
83,6247,https://twitter.com/Syihabuddin98/status/1657534883236024320,2023-05-13 23:54:46+00:00,"@merah_maroen @bankbsi_id Njirr gatau bisa balik apa nggak, bisalah harusnya, soalnya punya gua juga nyangkut ini wkwkwkwk",1657534883236024320,Syihabuddin98,0,0,0,0,1657346196548239360,in,,,,0
84,2723,https://twitter.com/korantempo/status/1658315593026793472,2023-05-16 03:37:02+00:00,"Serangan siber yang membuat pelayanan PT Bank Syariah Indonesia Tbk (BSI) berhenti selama tiga hari merupakan kabar buruk bagi sistem keamanan digital perbankan.

Tidak ada protokol krisis sehingga membuat nasabah panik.

#KoranTempo 

https://t.co/s2gz3dsrDC",1658315593026793472,korantempo,1,10,16,0,1658315593026793472,in,https://koran.tempo.co/read/editorial/482066/kocar-kacir-bsi-karena-serangan-siber?utm_source=Twitter&utm_medium=Digital%20Audev&utm_campaign=Koran_Novi,,,1
85,22921,https://twitter.com/imanmen99/status/1655936078656978948,2023-05-09 14:01:41+00:00,"@_isyara_ @bankbsi_id Iyaa.. masak muncul ""permintaan tidak diproses"" mulu",1655936078656978948,imanmen99,0,1,0,0,1655922611581505541,in,,,,0
86,16547,https://twitter.com/trapstee/status/1656494064588701696,2023-05-11 02:58:55+00:00,"gw pindahin juga uangnya ini , error dari minggu sampe skrg @bankbsi_id",1656494064588701696,trapstee,1,0,0,0,1656494064588701696,in,,,,0
87,24043,https://twitter.com/dennyrizkyf/status/1655881650805575682,2023-05-09 10:25:25+00:00,"Kirain internet saya yg bermasalah gara2 gabisa buka BSI Mobile. Tolong secepatnya diperbaiki layanan BSI Mobile nya @bankbsi_id , saya nda punya ATM kasian",1655881650805575682,dennyrizkyf,0,0,0,0,1655881650805575682,in,,,,0
88,3604,https://twitter.com/Rasheed19480118/status/1657997365402542080,2023-05-15 06:32:30+00:00,@bankbsi_id Mesti belajar sama bca...,1657997365402542080,Rasheed19480118,0,0,0,0,1657901848916017152,in,,,,0
