,index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
43,5713,Korupsi e ktp terjadi pada jaman SBY pak tengku URL,1,0,1,0,0,0,0,0,1
44,10005,"USER Produk gagal, msh ada yg mau beli ga ya... Mana semuanya pecundang pula.\n\nEh tapi Om masa gada stock kaos dari tim negara2 onta? Payah tuh yang bikin, ga tau selera pasar skrg. \xf0\x9f\x98\x82'",1,1,0,1,0,0,0,0,1
45,4890,USER USER USER kamu yg bloon:(',1,1,1,0,0,0,0,0,1
46,11633,USER USER Iya baru rezim sekarang ya \xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0
47,1600,"Masih segar ingatan rakyat janji pak jokowi mau beli kembali PT Indosat yg dijual Megawati, kok setelah jd Presiden malah mau jual BUMN?",1,0,1,0,0,0,0,0,1
48,4884,USER Untung gue Yahudi.',0,0,0,0,0,0,0,0,0
49,4595,USER Brp lma d ewe nya tuh Ampe bgtu',0,1,0,0,0,0,0,0,0
50,5409,"Kata orang jawa, moto picrk kuping budek, rai gedek pada masalah yg dihadapi rakyat.\n\nKalian ingin populer dg cara hina URL",0,0,0,0,0,0,0,0,0
51,3824,USER Kakya slow udik nya kelak. Tunggu hau hahahahaa',0,1,0,0,0,0,0,0,0
52,12037,USER Bank kena virus cebong..!! \nBlangsak...!!!',1,1,0,1,0,0,0,0,1
53,12341,USER USER USER Bkn keren lgi namanya saja gubernur indonesia. Presiden karang ja ga da yg bilang presiden indonesia... presiden cebong baru banyak yg bilang wkwkwkk',1,1,1,0,0,0,0,0,1
54,6438,Aliran dukungan kepada pasangan Tubagus (TB) Hasanuddin dan Anton Charliyan (Hasanah) di Pemilihan Gubernur (Pilgub) Jawa Barat 2018 bertambah Pundi-pundi dukungan perolehan suara itu kali ini datang dari para budayawan Sunda; #KitaHasanah; #Hasanah,0,0,0,0,0,0,0,0,0
55,5436,"USER USER ... INGIN JADI TKI, DEMI INSTA STORY MEWAH DAN INDAHHHHH \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0
56,1986,"USER Front Perusak Islam gak bakal demo anies ,sebab sama sama rusaknya, apalagi ketua cabulnya kabur gak tanggung jawab , pengecut munafik hadapi proses hukum'",1,1,0,1,1,0,0,0,0
57,545,USER Burik. Iya yg gitu burik panuan kutuan jamuran. Hah emang rang ajar.',0,1,0,0,0,0,0,0,0
58,12732,Baguslah sudah pada bangga dengan sebutan cebong.',1,1,0,1,0,0,0,0,1
59,6334,"Putuskan Hubungan Diplomatik dengan Myanmar, Atau Jokowi Kami Turunkan URL",1,0,1,0,0,0,0,0,1
60,11113,"USER USER IBU PASTI WANITA; WANITA BELUM TENTU JADI IBU ; GOBLOK; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #Dun",1,1,0,1,0,0,0,0,1
61,10947,USER emang cuma babi yg punya buntut hihihi mungkin kamu unicorn',0,0,0,0,0,0,0,0,0
62,12562,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Ini klo hanya ikut iku,0,0,0,0,0,0,0,0,0
63,3016,Dan setelah Blokir Jokowi saya harap ada lengserkan jokowi,1,0,1,0,0,0,0,0,1
64,4037,"USER maklumlah, kita paham kok siapa yg dekat dgn zionis.. dan pernah gabung dgn komunis..'",0,0,0,0,0,0,0,0,0
65,5168,"Akhirnya dapet pencerahan jg soal Adora-Hilman-Alina. Too complicated, tp faker emg bener ada sih di rl, emg nyatanya ada kok yg seniat itu buat jd faker. Gila gasi. Gapaham sih kenapa mesti jd faker gt? Apa sbnrnya doi penyuka sesama jenis yg show off gt? Apa gmnsi:('",0,1,0,0,0,0,0,0,0
66,330,USER USER USER USER Boleh saya follow bli juga? Saya katolik dan ikut akun prof USER utk menambah wawasan berbangsa...terima kasih',0,0,0,0,0,0,0,0,0
67,12895,"Sejak Prabowo orasi bahwa ""Bantuan utk Rohingya hanya pencitraan"" Isu PKI semakin masif saja beredar di media Online dan Sosmed. Kenapa ya?",1,0,1,0,0,0,0,0,1
68,9015,"Memang ,,,nafsu seks tu,membutakan segalanya,termasuk ketika lg sange,,,titit bau kencurpun rasa keju,,,,,\n\n#yg merasa aj ya'",0,1,0,0,0,0,0,0,0
69,6880,USER gilasih kimor kemaren gua modal gambar struktur doang. tp kalo benzen angkat tangan dah gua bangke apaan muter muter.\n\nyA LU YANG SETAN',1,1,1,0,0,0,0,0,1
70,9796,"Pro 2 To Campuss, pagi ini dari 10.30-11.30 Wib. Membahas ""Economic Chess Competition (ECC) VIII"". Bersama Himpunan Mahasiswa Ekonomi Pembangunan (HIMEPA) Untan :; - Kak Reza K; - Kak Wiranti C; - Kak Andinia BS; - Kak Tino Lanju; Silahkan partisipasi di n",0,0,0,0,0,0,0,0,0
71,5656,USER Goblok:(',1,1,1,0,0,0,0,0,1
72,2073,USER Jd inget sm PKI... Cuman inget doang jgn baper ya \xf0\x9f\x98\x81',0,0,0,0,0,0,0,0,0
73,8934,"USER USER Itu tak sepenuhnya betul. Soal jilbab dan baju koko, setahu saya yang kristen,katolik,hindu,budha,konghucu tak diwajibkan pakai jilbab. Perihal baju koko,modelnya putih memang khas baju takwa. Kalo di sekolah kami dibedakan ""pad",0,0,0,0,0,0,0,0,0
74,6859,"Panitia Kerja (Panja) Pilkada Komisi II DPR RI melakukan kunjungan kerja ke Kota Malang, Selasa kemari. Panja Pilkada ini ingin mengetahui proses Pilkada di Kota Malang. #NewsHighlightKBFM; ; Source : USER",0,0,0,0,0,0,0,0,0
75,9562,cek -&gt; KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah KPK memeriksa Gubernur Sumater,0,0,0,0,0,0,0,0,0
76,2259,"Presiden, pada Peringatan Harlah ke-58 PMII, di Gedung Sabuga, Bandung, Selasa (17/4), minta semua calon pemimpin untuk memiliki optimisme tahan uji, tahan uji, tahan banting &amp; slalu tawakal, berserah diri kepada Allah dengan tetap berusaha dan berikht",0,0,0,0,0,0,0,0,0
77,44,"USER USER Apa iya Islam itu ga boleh dilokalisasi? Lha Kristen aja mas ada Nusantaranya mas, liat aja di Gereja di bandung ada yg pake gamelan dan ada yg khotbah pake bhs Sunda/Jawa, ada HKBP juga kurang Nusantara apa?'",0,0,0,0,0,0,0,0,0
78,12908,USER USER USER USER BANTUAN DENGAN HUTANG BEDA TONG.. CEBONG DUNGU ATUH MAH\xf0\x9f\x98\x8,1,1,1,0,0,0,0,0,1
79,882,USER Yawlah itu yang Daniel kalo dibeliin micin yang bego sekelurahan itu',1,1,1,0,0,0,0,0,1
80,6133,Please ya gue basically tuh gangerti af dan ngga mungkin lah ya gue idiot kek apa ya kek kek kek URL,0,1,0,0,0,0,0,0,0
81,7669,USER USER Mubaligh mana yg pernah die pimpin..mesjid mana yg die akui..jgn Ngadalin rakyat dan umat Islam utk kau giring otaknya agar suka ama Kacungnya dari Cukong kalian..Biarkan rakyat dan Umat Islam punya rencana nanti di 2019 Ganti Pre,1,1,1,0,0,0,0,0,1
82,5356,"Ikuti USER untuk mengetahui informasi terkini seputar ekonomi, keuangan, perbankan, investasi, saham di Indonesia dan dunia hari ini",0,0,0,0,0,0,0,0,0
83,9073,"USER USER penalaran goblok... lulusan mana sih? mengkoreksi kebijakan pemerintah ""siapa tahu bisa lebih baik""... omongan apaan ini? udah deh... akun baru jadi.. baru belajar omong... akun sontoloyo..'",1,1,1,0,0,0,0,0,1
84,10517,Setelah itu wanti wanti ke semua orang pakai nama saya supaya dapat gereja katolik',0,0,0,0,0,0,0,0,0
85,3996,USER USER USER Haha.. Si paltiwest gak paham sejarah..,1,0,1,0,0,0,0,0,1
86,9332,USER USER Bilang bajingan dikasih surat cinta KPI nggak si?',0,1,0,0,0,0,0,0,0
87,8171,USER USER USER Cebong baru jadi yaaa.\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\nBau amiss.',1,1,1,0,0,0,0,0,1
88,10719,USER USER USER USER USER si zonk banyak bacot',1,1,1,0,0,0,0,0,1
89,11453,"USER Bangkitkan ekonomi umat? Fiksi atau Realita?; ; Faktanya pertumbuhan ekonomi Nusa Tenggara Barat (NTB) minus 4,18%. ; ; Amanah &amp; kewenangan sbg gubernur tidak dimanfaatkan merevolusi daerahnya dari ketergantungan eksploitasi SDA.; ;",0,0,0,0,0,0,0,0,0
90,4759,Prancis vs Belgia di babak pertama masih 0 - 0.\n\nAda sedikit persamaan dg bani cebong..\n\nApaan tuh?\n\nBani cebong/kacung otaknya juga 0 (kosong)!\n\n^_^\n\n# WorldCup2018 \n#GantiPresiden2019',1,1,0,1,0,0,0,0,1
91,7296,RT USER pk sby klau jdi presiden gemuk ya pak...sekali ke restoran..8 juta ya pak.....jaman jokowi 800 pak,1,0,1,0,0,0,0,0,1
92,8919,USER USER Tolong di jwb dl pertanyaan gw ya..temen gw bilang...debat or ksh pengertian sm cebong kacung itu percuma..krn dungunya sm ketulang rusuk..bener apa betul itu???',1,1,0,1,0,0,0,0,1
93,2032,"Evi Layanto siswi Kelas 1B, SMP Katolik Santo Petrus, 1984, istrinya Ronaldo Pardede siswa Kelas 1A, SMP Katolik Santo Petrus, 1984.'",0,0,0,0,0,0,0,0,0
94,1946,"USER Kalau dpkir walaupun kita tdk stuju ""islam nusantara""tp scr gak langsung nama ""islam"" kena kena juga imbasnya \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\nBrengsek tuh Antek Zionis yg nyelip diormas !!'",1,1,0,1,1,0,0,0,0
95,1207,Sulit meyakinkan monyet bahwa apel lebih manis dari pisang.',0,0,0,0,0,0,0,0,0
96,1505,USER USER USER berarti ini semua ulah pemerintah donk kalo wakil presiden sebagai mahar gratifikasi ????,0,0,0,0,0,0,0,0,0
97,1404,"USER Pak USER tak perlu Anda ber-busa2 bicara deradikalisasi, cukup jelaskan solat tak ada manfaatnya",1,0,1,0,0,0,0,0,1
98,12240,edisi PILKADA JATENG,0,0,0,0,0,0,0,0,0
99,7433,"Sebagai contoh sederhana, ada Huria Kristen Batak Protestan (HKBP) yg menambahkan kata ""Batak."" Saya percaya umat Kristiani melihat saudara2 mereka seiman tsb tetap 100% Kristen Protestan, meski HKBP mengakomodir bahasa &amp;budaya Batak. Demikian juga d",0,0,0,0,0,0,0,0,0
100,8045,USER Heleh paling komplotan banci lu juga',1,1,1,0,0,0,0,1,0
101,6134,Sekian lama merasa terganggu; Dengan logika2 tentang â??dunguâ??; Merekapun tak sabar menunggu; Untuk menerkam yg satu itu ; #dendam,0,0,0,0,0,0,0,0,0
102,9664,USER Jangan suka buang sampah sembarangan.',0,0,0,0,0,0,0,0,0
103,6244,USER IBU HRD NYA EMANG BAYIIIIK!!!! Huh masa lupa si u dsr gembrot. \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4 URL,0,1,0,0,0,0,0,0,0
104,1238,Jangankan soal sampah soal ngambil kursi di cafe aja manjaaaaa ga ketulungan',0,0,0,0,0,0,0,0,0
105,5856,Ahok dipenjara karena mengutip kalimat dari kitab Fiksi. Tapi ANEHNYA para Pembela agama dan ahli surga serentak membela si Dungu USER yang mengatakan Kitab Suci itu Fiksi.,1,1,1,0,0,0,0,0,1
106,2755,"Bahas kebangsaan hrs dijelaskan Tuhan YME dlm Pancasila utk semua orang Indonesia, Allah SWT benci kafir bukan Tuhan",1,0,0,1,1,0,0,0,0
107,7763,USER USER Ngapain diritwit sompret',1,1,1,0,0,0,0,0,1
108,1481,USER USER USER WKWKWKWKWK KAMPANG',0,1,0,0,0,0,0,0,0
109,12000,USER sipit bgt: ( wkwk',0,0,0,0,0,0,0,0,0
110,2289,USER USER iih...cebong cebong....gagal paham kali kau....ga salah kalau udah kena virus cebong...jadi dungu...hahahaha ga bisa trima kenyataan yah....kasihan deh lo.',1,1,0,1,0,0,0,0,1
111,8492,"Tak salah pun pakai selipar dalam rumah\n\nYang salahnya, selipar tu lah kau bawak jalan keluar, selipar tu lah kau buat masuk jamban\n\nHaihh'",0,0,0,0,0,0,0,0,0
112,11035,"USER \xe2\x9c\x85 heh mata kau lah, ko kira aku ini apa. ku colokkan mata kau mampus kau'",1,1,1,0,0,0,0,0,1
113,1364,USER balik cepat la setan',1,1,1,0,0,0,0,0,1
114,9140,"USER Keling/Kalinga-from Merong Mahawangsa/Kedah Annals abt Raja Mahawangsa (Raja Maha Vamsam, Tamil-Raja fm Great Race) going back 2 b4 10th century AD! The 1st 9 Sultans of Kedah had Indian/Tamil/Hindu/Buddhist/Thai/Malay links. D 9th converted 2",0,0,0,0,0,0,0,0,0
115,8180,"RT USER: USER USER Kalo mau menistakan agama lain jangan pake ""assalamualaikum"" kasihan umat muslim yang lain yang hat\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
116,980,tolak berita hoax dan siap mensukseskan pilkada dami di kota kediri:,0,0,0,0,0,0,0,0,0
117,10020,"Krn saat itu di Barat, gereja Kristen menyebabkan masyarakat trauma dan meragukan agama.",0,0,0,0,0,0,0,0,0
118,8077,"RT USER: Mainstream sdh jelas,bhw oposisi mengesankan negeri ini sdg ""Bermasalah""\n\nDr mulai ""horor""utang, kemiskinan, nge-fans sm Puti\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
119,6475,"USER USER Ikut share..sekolah anakku sekolah katholik yg ngajar suster,teman sekelasnya ada yg muslim,kristen,budha,hindu,konghu chu..selama ini masih adem ayem saja'",0,0,0,0,0,0,0,0,0
120,4931,"Bu USER loyal thdp Jokowi, baiknya jd Wapres saja. Beliau sukanya ikan jd ga suka uang, kalau yg lain mata duitan...ð???",0,0,0,0,0,0,0,0,0
121,6755,USER USER brisik ini jablay nya jos',0,1,0,0,0,0,0,0,0
122,11763,USER USER Bahtiar mabok fifis onta',1,1,1,0,0,0,0,0,1
123,6853,"USER Rezim sekrng ini brupaya mncuci otak generasi kita agar mlpakn sejarah..seakan2 bpknyalah yg hebat mlh mi d samakan dgn tuhan...\nRezim kacang lupa kulitnya, \nMlh mnjdi pemuja aseng dan anjing2 komunis itu..'",0,0,0,0,0,0,0,0,0
124,9547,"gimana dong goblo banget aku nih main screenshot story ig cowo yang abis sidang skripsi HAHAHA CACA EMANG BEGO BANGET, PANIK ASLI GIMANA INI\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",0,1,0,0,0,0,0,0,0
125,3587,"BERLIN (IQNA) - Karya seni Muraqqa (album) sejak era Mongol dari Iran dan #India akan dipamerkan di Departemen Seni #Islam di #Museum_Pergamon, #Berlin.;",0,0,0,0,0,0,0,0,0
126,3445,"USER Biaya ambil alih mayoritas saham (51%) PT FI ~US$5 miliar minimum, dr utang kpd perbankan asing. Itu blm lagi sbgi pemegang saham mayoritas hrs taro duit utk bangun smelter pemurnian + pembangkit listrik, blm lg biaya \xe2\x80\x9cDeep Cave Mini",0,0,0,0,0,0,0,0,0
127,11742,"gua benci bgt liat org koar2 spoiler avenger. yaelahhh!!! sblm avenger kluar juga, film2 yg laen digituin juga kaga pada protes. knp br pd protes skrg?!? bacot'",1,1,0,1,0,0,0,0,1
128,2363,USER Ko malah jadi ngebagus2in negara yg katanya kapir tat??.. jangan2 ustad mo hijrah k thailand ya',1,1,1,0,1,0,0,0,0
129,12842,Wajarlah Gerindra kayak gitu toh anak kecil aja dihormati sama Prabowo saking pngebetnya pengen jadi presiden.,1,0,0,1,0,0,0,0,1
130,2461,RT USER: Imam : rapatkan saf luruskan saf\nSenior: *panggil junior masuk\nJunior : *buat bodo \n\nSenior: URL,0,1,0,0,0,0,0,0,0
131,1511,USER USER USER Betul bego dia.',1,1,1,0,0,0,0,0,1
132,943,"USER Tabayyun sebelum ngomyang..cocot busuk lol dipelihara, memaikan isu SARA kok bangga'",1,1,1,0,0,0,1,0,0
133,5795,Apa yang aku dapat sepanjang hari ini. Penguasaan bahasa melayu dalam kalangan bangsa cina amat kurang. Ada yang mampu menghafal tapi tak faham apa yang dihafal.',0,0,0,0,0,0,0,0,0
134,495,USER USER Biadab tuh oknum aparat keparat',1,1,0,1,0,0,0,0,1
135,8922,"Kampret itu disaat lo bener2 udh bisa jauh dr dia, udh 80% moveon, udh bisa lupain semua tentang dia eh...... Tiba2 dia nge chat/sms LAGI.'",0,1,0,0,0,0,0,0,0
136,1623,Jika kita tak mampu memberi sumbangan kepada GAZA.. jgnlah kita menjadi penyumbang kepada yahudi..',0,0,0,0,0,0,0,0,0
137,9111,Ibu Hamster akan memakan hidup-hidup bayinya yang cacat. #anehdidunia',0,0,0,0,0,0,0,0,0
138,11464,USER Syiah dimusuhi Yahudi didekati...\nPolitics..',0,0,0,0,0,0,0,0,0
139,2679,USER Banci!!!! Kalau memang gentlemen Sebut saja siapa orangnya!!!',1,1,1,0,0,0,0,1,0
140,12570,"USER eh? haha iya dp kamu hyunjin, anjir. gini nih kao males nge zoom. haha'",0,1,0,0,0,0,0,0,0
141,12817,Beri anak bangsa pendidikan yg baik jangan jadikan robot pe-nyembah2 Allah SWT yg merintahkan perangi & bunuh kafir,1,0,0,1,1,0,0,0,0
142,4139,"RT USER: USER Keren dong Bapak Presidenku USER, Ayo, kita tularkan internet positif, jangan marah kalau ada postingan ny\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
143,4140,"When tumblr, tiktok, telegram are blocked by the government.\n\n""Yang salah orangnya, yang di blokir aplikasinya. Menkominfo goblok!"".\n\nWhen \'a Zionist\' kills one Palestinian.\n\n""Dasar Yahudi $&amp;*+#$! Boikot Israel, jangan beli produk kafir!"".\n\",1,1,0,1,1,1,0,0,0
144,8722,"#iklanahokjahat Terorist nyata di Indonesia... Bukan wahabi, bukan Onta Tapi Babi Babi milik Cina Penebar Teror sesungguhnya....",1,1,0,1,0,1,0,0,0
145,10339,USER Aku yang jadi presiden mah aku jamin Negara pasti... Berantakan,0,0,0,0,0,0,0,0,0
146,5565,"USER woy sat, budek ya lo'",1,1,1,0,0,0,1,0,0
147,11358,USER USER USER USER USER di nusantara pun bukan tidak ada peperangan sama sekali antara islam dengan hindu &amp; budha.\nSunan Giri terkenal dg pusaka Kala Munyeng berperang melawan majapahit',0,0,0,0,0,0,0,0,0
148,5568,"iklanahokjahat Terorist nyata di Indonesia... Bukan wahabi, bukan Onta Tapi Babi Babi milik Cina Penebar Teror sesungguhnya....",1,1,0,1,0,1,0,0,0
149,225,Saya tak bisa dipancing-pancing dgn urusan penistaan atau bukan. Saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci.,0,0,0,0,0,0,0,0,0
150,10307,"RT USER: Sandiaga diduga kampanyekan Sudirman-Ida di masjid Solo, ini kata KPU | URL URL USER\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
151,752,Nih ya gue jelasin. \n\nCowo. Burungnya gaada. Jadi cewe. Cewenya bernada2. \n\nSIAPA LAGI TRANSGENDER DI INDONESIA YG NYANYI? URL,1,0,1,0,0,0,0,1,0
152,11274,USER USER Nyerah aja dah neh rezim ! Rusak semuanya !!\n\n2019 ganti presiden !!!',1,0,1,0,0,0,0,0,1
153,7943,"USER Hahaha.... banci kaleng langsung NYUNGSEP kalau ditanya... pakai akun palsu... kalau ga banci, ya Saracen.. waspadalah.. waspadalah...'",1,1,1,0,0,0,0,1,0
154,12386,"-- kapan. \n\n""Kemana aku harus pergi?"" \n\nSuara terdengar setengah berbisik hingga hanya dirinya sendiri yang mungkin dapat mendengarnya. Kopor yang dia tarik seolah menjadi saksi bisu dari ketidakberdayaannya saat ini. Tidak ada arah dan tujuan; hanya",0,0,0,0,0,0,0,0,0
155,9273,Kalo punya otak ya pake dong mbak! Tolol.',1,1,1,0,0,0,0,0,1
